Umid,TempDHT,Press,Tempbmp,Altitud,TempMedia,Dt,Tempo
54,21,990.26,22.20,-168.18,21.60,1538,32546
54,21,990.26,22.20,-168.22,21.60,1540,-31862
54,21,990.26,22.20,-168.22,21.60,1541,-30462
54,21,990.27,22.20,-168.23,21.60,1542,-29335
54,21,990.26,22.19,-168.22,21.60,1543,-27936
54,21,990.27,22.19,-168.28,21.60,1545,-26808
54,21,990.27,22.18,-168.25,21.59,1546,-25409
54,21,990.27,22.18,-168.25,21.59,1547,-24281
54,21,990.27,22.18,-168.23,21.59,1549,-22881
54,21,990.27,22.17,-168.24,21.58,1550,-21753
54,21,990.27,22.16,-168.27,21.58,1551,-20354
54,21,990.27,22.16,-168.27,21.58,1552,-19226
54,21,990.27,22.16,-168.23,21.58,1554,-17827
54,21,990.27,22.15,-168.24,21.58,1555,-16699
54,21,990.27,22.15,-168.24,21.58,1556,-15299
54,21,990.27,22.14,-168.23,21.57,1557,-14145
54,21,990.26,22.14,-168.21,21.57,1559,-12746
54,21,990.26,22.13,-168.20,21.56,1560,-11618
54,21,990.27,22.13,-168.23,21.56,1561,-10218
54,21,990.26,22.12,-168.21,21.56,1562,-9091
54,21,990.27,22.12,-168.25,21.56,1564,-7693
54,21,990.27,22.11,-168.23,21.56,1565,-6565
54,21,990.27,22.11,-168.26,21.56,1566,-5168
54,21,990.27,22.11,-168.28,21.56,1567,-4040
54,21,990.27,22.10,-168.25,21.55,1569,-2641
54,21,990.27,22.10,-168.28,21.55,1570,-1515
54,21,990.28,22.10,-168.33,21.55,1571,-117
54,21,990.28,22.10,-168.33,21.55,1572,1009
54,21,990.28,22.09,-168.38,21.55,1574,2406
54,21,990.28,22.09,-168.36,21.55,1575,3532
54,21,990.28,22.09,-168.34,21.55,1576,4930
54,21,990.28,22.08,-168.32,21.54,1577,6055
54,21,990.28,22.08,-168.32,21.54,1579,7452
54,21,990.28,22.08,-168.35,21.54,1580,8579
54,21,990.28,22.07,-168.35,21.53,1581,9976
54,21,990.28,22.07,-168.38,21.53,1583,11102
54,21,990.29,22.06,-168.40,21.53,1584,12500
54,21,990.29,22.06,-168.44,21.53,1585,13627
54,21,990.29,22.06,-168.42,21.53,1586,15025
54,21,990.29,22.05,-168.42,21.52,1588,16152
54,21,990.29,22.05,-168.43,21.52,1589,17551
54,21,990.29,22.05,-168.44,21.52,1590,18677
54,21,990.29,22.04,-168.42,21.52,1591,20075
54,21,990.29,22.04,-168.45,21.52,1593,21202
54,21,990.29,22.03,-168.47,21.51,1594,22600
54,21,990.29,22.03,-168.48,21.51,1595,23728
54,21,990.30,22.03,-168.49,21.51,1597,25126
54,21,990.29,22.02,-168.44,21.51,1598,26253
54,21,990.29,22.02,-168.46,21.51,1599,27651
54,21,990.29,22.01,-168.47,21.51,1600,28778
54,21,990.29,22.01,-168.44,21.51,1602,30176
54,21,990.29,22.01,-168.44,21.51,1603,31303
54,21,990.29,22.00,-168.42,21.50,1604,32702
54,21,990.29,22.00,-168.41,21.50,1605,-31708
54,21,990.28,22.00,-168.38,21.50,1607,-30309
54,21,990.28,21.99,-168.36,21.49,1608,-29180
55,21,990.28,21.99,-168.34,21.49,1609,-27782
55,21,990.27,21.99,-168.30,21.49,1610,-26648
55,21,990.27,21.99,-168.28,21.49,1612,-25249
55,21,990.27,21.98,-168.30,21.49,1613,-24121
55,21,990.27,21.98,-168.28,21.49,1614,-22722
55,21,990.27,21.98,-168.27,21.49,1615,-21594
55,21,990.27,21.97,-168.25,21.49,1617,-20194
55,21,990.27,21.97,-168.28,21.49,1618,-19066
55,21,990.27,21.97,-168.31,21.49,1619,-17667
55,21,990.27,21.97,-168.29,21.49,1620,-16539
55,21,990.28,21.96,-168.32,21.48,1622,-15140
55,21,990.28,21.96,-168.33,21.48,1623,-14012
55,21,990.28,21.96,-168.38,21.48,1624,-12613
55,21,990.28,21.95,-168.36,21.48,1625,-11485
55,21,990.28,21.95,-168.38,21.48,1627,-10085
55,21,990.28,21.95,-168.39,21.48,1628,-8957
55,21,990.28,21.95,-168.39,21.48,1629,-7559
55,21,990.28,21.94,-168.34,21.47,1631,-6432
55,21,990.28,21.94,-168.34,21.47,1632,-5034
55,21,990.28,21.94,-168.37,21.47,1633,-3907
55,21,990.28,21.93,-168.32,21.47,1634,-2508
55,21,990.28,21.93,-168.35,21.47,1636,-1382
55,21,990.28,21.93,-168.33,21.47,1637,17
55,21,990.28,21.93,-168.35,21.47,1638,1140
55,21,990.27,21.92,-168.30,21.46,1639,2537
55,21,990.28,21.92,-168.33,21.46,1641,3663
55,21,990.27,21.91,-168.31,21.45,1642,5061
55,21,990.27,21.91,-168.31,21.45,1643,6187
55,21,990.27,21.91,-168.31,21.45,1645,7584
55,21,990.28,21.90,-168.34,21.45,1646,8710
55,21,990.28,21.90,-168.32,21.45,1647,10106
55,21,990.28,21.90,-168.32,21.45,1648,11234
55,21,990.28,21.89,-168.33,21.44,1650,12632
55,21,990.28,21.89,-168.32,21.44,1651,13758
55,21,990.28,21.89,-168.33,21.44,1652,15157
55,21,990.28,21.89,-168.33,21.44,1653,16283
55,21,990.28,21.88,-168.34,21.44,1655,17681
55,21,990.28,21.88,-168.36,21.44,1656,18808
55,21,990.27,21.87,-168.31,21.44,1657,20206
55,21,990.28,21.87,-168.34,21.44,1658,21334
55,21,990.28,21.87,-168.34,21.44,1660,22732
55,21,990.28,21.87,-168.32,21.44,1661,23859
55,21,990.27,21.86,-168.32,21.43,1662,25256
55,21,990.27,21.86,-168.31,21.43,1663,26384
55,21,990.27,21.86,-168.31,21.43,1665,27782
55,21,990.27,21.85,-168.30,21.42,1666,28909
55,21,990.27,21.85,-168.30,21.42,1667,30308
55,21,990.27,21.85,-168.30,21.42,1668,31434
55,21,990.27,21.85,-168.30,21.42,1670,-32704
55,21,990.27,21.84,-168.28,21.42,1671,-31576
55,21,990.27,21.84,-168.30,21.42,1672,-30176
55,21,990.27,21.84,-168.30,21.42,1673,-29048
55,21,990.27,21.84,-168.27,21.42,1675,-27648
55,21,990.27,21.84,-168.28,21.42,1676,-26521
55,21,990.27,21.83,-168.31,21.42,1677,-25122
55,21,990.28,21.83,-168.32,21.42,1678,-23994
55,21,990.28,21.83,-168.34,21.42,1680,-22594
55,21,990.28,21.83,-168.34,21.42,1681,-21467
55,21,990.28,21.82,-168.33,21.41,1682,-20067
55,21,990.28,21.82,-168.36,21.41,1684,-18939
55,21,990.28,21.82,-168.39,21.41,1685,-17541
55,21,990.28,21.82,-168.39,21.41,1686,-16412
55,21,990.28,21.81,-168.39,21.40,1687,-15012
55,21,990.28,21.81,-168.33,21.40,1689,-13885
55,21,990.28,21.81,-168.36,21.40,1690,-12485
55,21,990.28,21.81,-168.31,21.40,1691,-11358
55,21,990.28,21.80,-168.33,21.40,1693,-9959
55,21,990.28,21.80,-168.36,21.40,1694,-8831
55,21,990.28,21.80,-168.39,21.40,1695,-7433
55,21,990.28,21.80,-168.37,21.40,1696,-6306
55,21,990.29,21.80,-168.40,21.40,1698,-4909
55,21,990.29,21.80,-168.40,21.40,1699,-3781
55,21,990.28,21.79,-168.36,21.40,1700,-2383
55,21,990.28,21.79,-168.35,21.40,1701,-1256
55,21,990.28,21.79,-168.37,21.40,1703,142
55,21,990.28,21.79,-168.38,21.40,1704,1266
55,21,990.28,21.78,-168.38,21.39,1705,2663
55,21,990.28,21.78,-168.39,21.39,1706,3789
55,21,990.28,21.78,-168.39,21.39,1708,5187
55,21,990.29,21.78,-168.42,21.39,1709,6312
55,21,990.28,21.77,-168.39,21.39,1710,7709
55,21,990.28,21.77,-168.39,21.39,1711,8836
55,21,990.28,21.77,-168.39,21.39,1713,10233
55,21,990.29,21.77,-168.42,21.39,1714,11360
55,21,990.29,21.77,-168.43,21.39,1715,12758
55,21,990.29,21.76,-168.40,21.38,1716,13885
55,20,990.29,21.76,-168.41,20.88,1718,15283
55,20,990.29,21.76,-168.41,20.88,1719,16410
55,20,990.28,21.75,-168.38,20.88,1720,17809
55,20,990.28,21.75,-168.38,20.88,1721,18935
55,20,990.28,21.74,-168.38,20.87,1723,20333
55,20,990.28,21.74,-168.39,20.87,1724,21460
55,20,990.28,21.74,-168.39,20.87,1725,22858
55,20,990.29,21.73,-168.40,20.86,1726,23986
55,20,990.28,21.73,-168.37,20.86,1728,25384
55,20,990.28,21.72,-168.37,20.86,1729,26511
55,20,990.28,21.72,-168.36,20.86,1730,27909
55,20,990.28,21.72,-168.34,20.86,1732,29036
55,20,990.27,21.72,-168.30,20.86,1733,30434
55,20,990.28,21.72,-168.33,20.86,1734,31561
55,20,990.28,21.71,-168.32,20.85,1735,-32577
55,20,990.28,21.71,-168.32,20.85,1737,-31450
55,20,990.28,21.71,-168.32,20.85,1738,-30051
55,20,990.28,21.71,-168.32,20.85,1739,-28922
55,20,990.28,21.71,-168.35,20.85,1740,-27524
55,20,990.28,21.71,-168.36,20.85,1742,-26395
55,20,990.28,21.70,-168.36,20.85,1743,-24995
55,20,990.28,21.70,-168.36,20.85,1744,-23868
55,20,990.28,21.70,-168.34,20.85,1746,-22469
55,20,990.27,21.70,-168.30,20.85,1747,-21341
55,20,990.27,21.69,-168.30,20.85,1748,-19942
55,20,990.27,21.69,-168.30,20.85,1749,-18813
55,20,990.27,21.69,-168.29,20.85,1751,-17414
55,20,990.27,21.68,-168.28,20.84,1752,-16286
55,20,990.27,21.68,-168.28,20.84,1753,-14887
55,20,990.27,21.68,-168.23,20.84,1754,-13759
55,20,990.27,21.67,-168.24,20.83,1756,-12360
55,20,990.27,21.67,-168.24,20.83,1757,-11232
55,20,990.27,21.67,-168.24,20.83,1758,-9832
55,20,990.27,21.67,-168.27,20.83,1759,-8706
55,20,990.27,21.66,-168.28,20.83,1761,-7308
55,20,990.27,21.66,-168.30,20.83,1762,-6180
55,20,990.27,21.66,-168.30,20.83,1763,-4783
55,20,990.27,21.66,-168.25,20.83,1764,-3655
55,20,990.27,21.65,-168.27,20.83,1766,-2256
55,20,990.27,21.65,-168.25,20.83,1767,-1130
55,20,990.27,21.65,-168.23,20.83,1768,268
55,20,990.27,21.64,-168.23,20.82,1769,1393
55,20,990.27,21.64,-168.24,20.82,1771,2790
55,20,990.27,21.64,-168.24,20.82,1772,3915
55,20,990.27,21.64,-168.26,20.82,1773,5313
55,20,990.27,21.63,-168.24,20.81,1774,6438
55,20,990.27,21.63,-168.24,20.81,1776,7835
55,20,990.27,21.63,-168.24,20.81,1777,8962
55,20,990.26,21.63,-168.22,20.81,1778,10359
55,20,990.26,21.63,-168.22,20.81,1779,11486
55,20,990.26,21.62,-168.21,20.81,1781,12883
55,20,990.27,21.62,-168.23,20.81,1782,14011
55,20,990.26,21.62,-168.22,20.81,1783,15409
55,20,990.26,21.62,-168.22,20.81,1785,16536
55,20,990.27,21.62,-168.23,20.81,1786,17935
55,20,990.26,21.62,-168.22,20.81,1787,19061
55,20,990.26,21.62,-168.21,20.81,1788,20459
55,20,990.26,21.61,-168.20,20.81,1790,21586
55,20,990.27,21.61,-168.23,20.81,1791,22984
55,20,990.27,21.61,-168.25,20.81,1792,24112
55,20,990.27,21.61,-168.25,20.81,1794,25510
55,20,990.27,21.61,-168.25,20.81,1795,26637
55,20,990.27,21.61,-168.26,20.81,1796,28035
55,20,990.27,21.61,-168.28,20.81,1797,29162
55,20,990.27,21.61,-168.28,20.81,1799,30560
55,20,990.27,21.60,-168.26,20.80,1800,31687
55,20,990.27,21.60,-168.24,20.80,1801,-32450
55,20,990.27,21.60,-168.24,20.80,1802,-31323
55,20,990.26,21.60,-168.21,20.80,1804,-29924
55,20,990.26,21.60,-168.22,20.80,1805,-28795
55,20,990.27,21.59,-168.24,20.80,1806,-27397
55,20,990.26,21.59,-168.22,20.80,1807,-26268
55,20,990.27,21.59,-168.24,20.80,1809,-24868
55,20,990.27,21.59,-168.23,20.80,1810,-23712
55,20,990.27,21.59,-168.27,20.80,1811,-22313
55,20,990.27,21.59,-168.30,20.80,1812,-21185
55,20,990.27,21.58,-168.29,20.79,1814,-19785
55,20,990.27,21.58,-168.31,20.79,1815,-18658
55,20,990.28,21.58,-168.32,20.79,1816,-17259
55,20,990.28,21.58,-168.32,20.79,1817,-16131
55,20,990.28,21.58,-168.34,20.79,1819,-14732
55,20,990.28,21.58,-168.36,20.79,1820,-13603
55,20,990.28,21.58,-168.32,20.79,1821,-12204
55,20,990.27,21.58,-168.31,20.79,1822,-11076
55,20,990.28,21.58,-168.32,20.79,1824,-9676
55,20,990.28,21.58,-168.32,20.79,1825,-8550
55,20,990.27,21.57,-168.31,20.78,1826,-7152
55,20,990.27,21.57,-168.31,20.78,1828,-6025
55,20,990.27,21.57,-168.29,20.78,1829,-4627
55,20,990.28,21.57,-168.32,20.78,1830,-3500
55,20,990.28,21.57,-168.32,20.78,1831,-2102
55,20,990.28,21.56,-168.31,20.78,1833,-975
55,20,990.28,21.56,-168.31,20.78,1834,421
55,20,990.28,21.56,-168.31,20.78,1835,1547
55,20,990.28,21.56,-168.34,20.78,1836,2944
55,20,990.28,21.55,-168.34,20.77,1838,4070
55,20,990.28,21.55,-168.37,20.77,1839,5467
55,20,990.28,21.55,-168.34,20.77,1840,6592
55,20,990.27,21.55,-168.31,20.77,1842,7989
55,20,990.28,21.55,-168.32,20.77,1843,9115
55,20,990.27,21.54,-168.28,20.77,1844,10512
55,20,990.27,21.54,-168.26,20.77,1845,11639
55,20,990.27,21.54,-168.26,20.77,1847,13038
55,20,990.27,21.54,-168.26,20.77,1848,14164
55,20,990.27,21.53,-168.24,20.76,1849,15562
55,20,990.27,21.53,-168.25,20.76,1850,16690
55,20,990.27,21.53,-168.29,20.76,1852,18087
55,20,990.27,21.53,-168.27,20.76,1853,19215
55,20,990.27,21.53,-168.30,20.76,1854,20614
55,20,990.27,21.53,-168.28,20.76,1855,21740
55,20,990.28,21.53,-168.31,20.76,1857,23138
55,20,990.28,21.52,-168.31,20.76,1858,24265
55,20,990.28,21.52,-168.33,20.76,1859,25674
55,20,990.27,21.52,-168.28,20.76,1860,26801
55,20,990.27,21.52,-168.30,20.76,1862,28199
55,20,990.27,21.52,-168.30,20.76,1863,29326
55,20,990.27,21.52,-168.30,20.76,1864,30724
55,20,990.27,21.52,-168.30,20.76,1865,31851
55,20,990.27,21.51,-168.30,20.76,1867,-32286
55,20,990.27,21.51,-168.29,20.76,1868,-31159
55,20,990.27,21.51,-168.28,20.76,1869,-29759
55,20,990.27,21.51,-168.26,20.76,1870,-28632
55,20,990.27,21.50,-168.26,20.75,1872,-27233
55,20,990.27,21.50,-168.26,20.75,1873,-26104
55,20,990.27,21.50,-168.23,20.75,1874,-24706
55,20,990.27,21.50,-168.23,20.75,1876,-23578
55,20,990.26,21.50,-168.21,20.75,1877,-22178
55,20,990.27,21.50,-168.24,20.75,1878,-21051
55,20,990.27,21.49,-168.27,20.74,1879,-19652
55,20,990.28,21.49,-168.31,20.74,1881,-18524
55,20,990.28,21.49,-168.34,20.74,1882,-17125
55,20,990.28,21.49,-168.38,20.74,1883,-15996
55,20,990.28,21.49,-168.39,20.74,1884,-14597
55,20,990.29,21.48,-168.40,20.74,1886,-13469
55,20,990.29,21.48,-168.40,20.74,1887,-12070
55,20,990.28,21.48,-168.39,20.74,1888,-10942
55,20,990.28,21.48,-168.40,20.74,1890,-9543
55,20,990.29,21.48,-168.42,20.74,1891,-8416
55,20,990.29,21.47,-168.44,20.74,1892,-7017
55,20,990.29,21.47,-168.47,20.74,1893,-5891
55,20,990.29,21.47,-168.47,20.74,1895,-4493
55,20,990.29,21.47,-168.44,20.74,1896,-3365
55,20,990.29,21.47,-168.42,20.74,1897,-1968
55,20,990.29,21.47,-168.43,20.74,1898,-840
55,20,990.29,21.47,-168.43,20.74,1900,558
55,20,990.29,21.46,-168.41,20.73,1901,1682
55,20,990.28,21.46,-168.36,20.73,1902,3079
55,20,990.28,21.46,-168.38,20.73,1903,4205
55,20,990.28,21.46,-168.39,20.73,1905,5603
55,20,990.28,21.46,-168.39,20.73,1906,6728
55,20,990.29,21.46,-168.42,20.73,1907,8125
55,20,990.28,21.46,-168.39,20.73,1908,9251
55,20,990.28,21.46,-168.39,20.73,1910,10648
55,20,990.28,21.46,-168.38,20.73,1911,11776
55,20,990.28,21.46,-168.36,20.73,1912,13174
55,20,990.28,21.46,-168.33,20.73,1913,14301
56,20,990.28,21.46,-168.35,20.73,1915,15698
56,20,990.28,21.46,-168.35,20.73,1916,16826
56,20,990.28,21.46,-168.35,20.73,1917,18225
56,20,990.28,21.46,-168.35,20.73,1918,19351
56,20,990.28,21.45,-168.33,20.73,1920,20749
56,20,990.28,21.45,-168.34,20.73,1921,21876
56,20,990.28,21.45,-168.36,20.73,1922,23275
56,20,990.28,21.45,-168.33,20.73,1923,24401
56,20,990.28,21.45,-168.33,20.73,1925,25799
56,20,990.28,21.45,-168.33,20.73,1926,26927
56,20,990.28,21.45,-168.32,20.73,1927,28324
56,20,990.27,21.45,-168.31,20.73,1929,29452
56,20,990.27,21.44,-168.31,20.72,1930,30851
56,20,990.28,21.44,-168.32,20.72,1931,31977
56,20,990.27,21.44,-168.31,20.72,1932,-32161
56,20,990.27,21.44,-168.28,20.72,1934,-31033
56,20,990.27,21.44,-168.26,20.72,1935,-29633
56,20,990.27,21.44,-168.28,20.72,1936,-28506
56,20,990.27,21.43,-168.24,20.72,1938,-27107
56,20,990.27,21.43,-168.24,20.72,1939,-25978
56,20,990.27,21.43,-168.24,20.72,1940,-24579
56,20,990.27,21.43,-168.24,20.72,1941,-23451
56,20,990.27,21.43,-168.26,20.72,1943,-22052
56,20,990.27,21.43,-168.28,20.72,1944,-20924
56,20,990.27,21.43,-168.30,20.72,1945,-19525
56,20,990.27,21.43,-168.30,20.72,1946,-18397
56,20,990.27,21.43,-168.30,20.72,1948,-16997
56,20,990.27,21.43,-168.27,20.72,1949,-15869
56,20,990.27,21.42,-168.24,20.71,1950,-14471
56,20,990.27,21.42,-168.24,20.71,1951,-13342
56,20,990.27,21.42,-168.24,20.71,1953,-11942
56,20,990.26,21.42,-168.22,20.71,1954,-10815
56,20,990.27,21.42,-168.25,20.71,1955,-9416
56,20,990.27,21.42,-168.24,20.71,1956,-8289
56,20,990.27,21.42,-168.27,20.71,1958,-6891
56,20,990.27,21.42,-168.28,20.71,1959,-5764
56,20,990.27,21.41,-168.30,20.70,1960,-4366
56,20,990.27,21.41,-168.28,20.70,1961,-3238
56,20,990.27,21.41,-168.31,20.70,1963,-1840
56,20,990.28,21.41,-168.36,20.70,1964,-713
56,20,990.28,21.41,-168.37,20.70,1965,684
56,20,990.28,21.41,-168.38,20.70,1966,1809
56,20,990.28,21.41,-168.38,20.70,1968,3207
56,20,990.28,21.40,-168.34,20.70,1969,4332
56,20,990.28,21.40,-168.32,20.70,1970,5729
56,20,990.28,21.40,-168.32,20.70,1971,6855
56,20,990.28,21.39,-168.33,20.69,1973,8253
56,20,990.28,21.39,-168.33,20.69,1974,9378
56,20,990.27,21.39,-168.30,20.69,1975,10775
56,20,990.27,21.38,-168.27,20.69,1977,11902
56,20,990.27,21.38,-168.28,20.69,1978,13301
56,20,990.27,21.38,-168.28,20.69,1979,14428
56,20,990.27,21.37,-168.27,20.69,1980,15825
56,20,990.27,21.37,-168.24,20.69,1982,16953
56,20,990.27,21.36,-168.28,20.68,1983,18351
56,20,990.27,21.36,-168.30,20.68,1984,19477
56,20,990.27,21.36,-168.29,20.68,1985,20875
56,20,990.27,21.36,-168.30,20.68,1987,22002
56,20,990.28,21.35,-168.33,20.67,1988,23400
56,20,990.28,21.35,-168.33,20.67,1989,24527
56,20,990.28,21.35,-168.31,20.67,1991,25926
56,20,990.27,21.35,-168.28,20.67,1992,27053
56,20,990.28,21.35,-168.34,20.67,1993,28450
56,20,990.28,21.35,-168.37,20.67,1994,29578
56,20,990.28,21.35,-168.37,20.67,1996,30977
56,20,990.28,21.34,-168.36,20.67,1997,32103
56,20,990.28,21.34,-168.32,20.67,1998,-32035
56,20,990.27,21.34,-168.29,20.67,1999,-30907
56,20,990.27,21.34,-168.31,20.67,2001,-29507
56,20,990.28,21.34,-168.32,20.67,2002,-28380
56,20,990.28,21.33,-168.34,20.67,2003,-26981
56,20,990.28,21.33,-168.36,20.67,2004,-25852
56,20,990.28,21.33,-168.37,20.67,2006,-24454
56,20,990.28,21.33,-168.32,20.67,2007,-23325
56,20,990.28,21.32,-168.32,20.66,2008,-21925
56,20,990.28,21.32,-168.35,20.66,2009,-20798
56,20,990.28,21.32,-168.33,20.66,2011,-19399
56,20,990.28,21.32,-168.34,20.66,2012,-18271
56,20,990.28,21.32,-168.36,20.66,2013,-16871
56,20,990.28,21.31,-168.36,20.65,2014,-15743
56,20,990.28,21.31,-168.34,20.65,2016,-14345
56,20,990.28,21.31,-168.32,20.65,2017,-13216
56,20,990.28,21.31,-168.34,20.65,2018,-11817
56,20,990.28,21.31,-168.32,20.65,2019,-10689
56,20,990.27,21.30,-168.31,20.65,2021,-9289
56,20,990.28,21.30,-168.32,20.65,2022,-8163
56,20,990.28,21.30,-168.36,20.65,2023,-6765
56,20,990.28,21.30,-168.32,20.65,2025,-5638
56,20,990.27,21.30,-168.28,20.65,2026,-4239
56,20,990.27,21.30,-168.31,20.65,2027,-3112
56,20,990.27,21.30,-168.29,20.65,2028,-1715
56,20,990.27,21.30,-168.29,20.65,2030,-587
56,20,990.27,21.30,-168.26,20.65,2031,811
56,20,990.27,21.30,-168.28,20.65,2032,1935
56,20,990.27,21.30,-168.29,20.65,2033,3332
56,20,990.27,21.30,-168.28,20.65,2035,4458
56,20,990.27,21.30,-168.25,20.65,2036,5856
56,20,990.27,21.30,-168.25,20.65,2037,6981
56,20,990.26,21.30,-168.20,20.65,2039,8378
56,20,990.26,21.30,-168.22,20.65,2040,9504
56,20,990.26,21.30,-168.22,20.65,2041,10902
56,20,990.27,21.30,-168.24,20.65,2042,12028
56,20,990.27,21.30,-168.24,20.65,2044,13426
56,20,990.27,21.30,-168.24,20.65,2045,14554
56,20,990.27,21.30,-168.23,20.65,2046,15951
56,20,990.26,21.30,-168.20,20.65,2047,17079
56,20,990.26,21.30,-168.20,20.65,2049,18477
56,20,990.27,21.30,-168.28,20.65,2050,19603
56,20,990.27,21.30,-168.28,20.65,2051,21001
56,20,990.27,21.30,-168.26,20.65,2052,22128
56,20,990.27,21.30,-168.28,20.65,2054,23527
56,20,990.27,21.30,-168.28,20.65,2055,24653
56,20,990.27,21.30,-168.26,20.65,2056,26051
56,20,990.27,21.30,-168.26,20.65,2057,27179
56,20,990.27,21.30,-168.26,20.65,2059,28577
56,20,990.27,21.30,-168.26,20.65,2060,29704
56,20,990.27,21.30,-168.26,20.65,2061,31101
56,20,990.26,21.30,-168.19,20.65,2062,32229
56,20,990.26,21.30,-168.17,20.65,2064,-31908
56,20,990.26,21.30,-168.19,20.65,2065,-30781
56,20,990.26,21.30,-168.19,20.65,2066,-29382
56,20,990.26,21.30,-168.20,20.65,2067,-28254
56,20,990.26,21.30,-168.19,20.65,2069,-26855
56,20,990.26,21.30,-168.19,20.65,2070,-25705
56,20,990.26,21.30,-168.20,20.65,2071,-24306
56,20,990.26,21.30,-168.19,20.65,2073,-23178
56,20,990.26,21.30,-168.22,20.65,2074,-21778
56,20,990.26,21.30,-168.22,20.65,2075,-20650
56,20,990.26,21.30,-168.20,20.65,2076,-19252
56,20,990.26,21.30,-168.22,20.65,2078,-18123
56,20,990.26,21.30,-168.19,20.65,2079,-16724
56,20,990.26,21.30,-168.18,20.65,2080,-15596
56,20,990.26,21.29,-168.17,20.65,2081,-14196
56,20,990.26,21.29,-168.17,20.65,2083,-13069
56,20,990.26,21.29,-168.20,20.65,2084,-11670
56,20,990.26,21.29,-168.21,20.65,2085,-10542
56,20,990.26,21.29,-168.20,20.65,2087,-9142
56,20,990.26,21.29,-168.21,20.65,2088,-8015
56,20,990.26,21.28,-168.21,20.64,2089,-6618
56,20,990.26,21.28,-168.20,20.64,2090,-5490
56,20,990.26,21.28,-168.20,20.64,2092,-4092
56,20,990.26,21.28,-168.17,20.64,2093,-2966
56,20,990.26,21.29,-168.17,20.65,2094,-1568
56,20,990.25,21.29,-168.14,20.65,2095,-441
56,20,990.25,21.29,-168.14,20.65,2097,956
56,20,990.25,21.28,-168.11,20.64,2098,2081
56,20,990.25,21.28,-168.11,20.64,2099,3479
56,20,990.25,21.28,-168.11,20.64,2100,4604
56,20,990.25,21.28,-168.11,20.64,2102,6001
56,20,990.25,21.28,-168.12,20.64,2103,7128
56,20,990.26,21.28,-168.15,20.64,2104,8525
56,20,990.26,21.28,-168.15,20.64,2105,9651
56,20,990.25,21.28,-168.14,20.64,2107,11047
56,20,990.25,21.28,-168.12,20.64,2108,12175
56,20,990.25,21.28,-168.09,20.64,2109,13574
56,20,990.25,21.28,-168.11,20.64,2110,14700
56,20,990.25,21.28,-168.11,20.64,2112,16098
56,20,990.25,21.28,-168.12,20.64,2113,17225
56,20,990.25,21.28,-168.15,20.64,2114,18624
56,20,990.26,21.28,-168.15,20.64,2115,19750
56,20,990.25,21.28,-168.13,20.64,2117,21148
56,20,990.26,21.28,-168.15,20.64,2118,22276
56,20,990.25,21.27,-168.13,20.64,2119,23673
56,20,990.26,21.27,-168.15,20.64,2120,24800
56,20,990.26,21.27,-168.15,20.64,2122,26198
56,20,990.25,21.27,-168.13,20.64,2123,27325
56,20,990.26,21.27,-168.16,20.64,2124,28723
56,20,990.26,21.27,-168.21,20.64,2126,29850
56,20,990.26,21.27,-168.22,20.64,2127,31249
56,20,990.27,21.27,-168.25,20.64,2128,32375
56,20,990.27,21.27,-168.23,20.64,2129,-31763
56,20,990.26,21.27,-168.22,20.64,2131,-30634
56,20,990.26,21.27,-168.22,20.64,2132,-29235
56,20,990.26,21.27,-168.22,20.64,2133,-28107
56,20,990.26,21.27,-168.19,20.64,2135,-26708
56,20,990.26,21.27,-168.19,20.64,2136,-25580
56,20,990.26,21.26,-168.16,20.63,2137,-24180
56,20,990.26,21.26,-168.14,20.63,2138,-23053
56,20,990.25,21.26,-168.13,20.63,2140,-21653
56,20,990.25,21.26,-168.13,20.63,2141,-20526
56,20,990.26,21.26,-168.14,20.63,2142,-19127
56,20,990.26,21.26,-168.14,20.63,2143,-17998
56,20,990.25,21.26,-168.11,20.63,2145,-16599
56,20,990.25,21.26,-168.10,20.63,2146,-15471
56,20,990.25,21.26,-168.08,20.63,2147,-14072
56,20,990.25,21.26,-168.10,20.63,2148,-12944
56,20,990.25,21.25,-168.07,20.63,2150,-11544
56,20,990.25,21.25,-168.08,20.63,2151,-10417
56,20,990.25,21.25,-168.10,20.63,2152,-9018
56,20,990.25,21.25,-168.06,20.63,2153,-7890
56,20,990.25,21.25,-168.08,20.63,2155,-6493
56,20,990.25,21.25,-168.11,20.63,2156,-5365
56,20,990.25,21.25,-168.12,20.63,2157,-3966
56,20,990.25,21.25,-168.11,20.63,2158,-2840
56,20,990.25,21.25,-168.11,20.63,2160,-1442
56,20,990.25,21.25,-168.14,20.63,2161,-315
56,20,990.25,21.25,-168.12,20.63,2162,1083
56,20,990.25,21.25,-168.14,20.63,2163,2208
56,20,990.25,21.25,-168.14,20.63,2165,3605
56,20,990.26,21.25,-168.15,20.63,2166,4731
56,20,990.26,21.25,-168.16,20.63,2167,6129
56,20,990.26,21.25,-168.15,20.63,2168,7255
56,20,990.27,21.25,-168.23,20.63,2170,8651
56,20,990.27,21.25,-168.24,20.63,2171,9778
56,20,990.27,21.25,-168.23,20.63,2172,11175
56,20,990.26,21.25,-168.21,20.63,2174,12302
56,20,990.26,21.25,-168.21,20.63,2175,13700
56,20,990.26,21.24,-168.18,20.62,2176,14827
56,20,990.26,21.24,-168.18,20.62,2177,16225
56,20,990.26,21.24,-168.16,20.62,2179,17351
